json_path,img_path,label_c,label_u,label_w,label_p,label_a,bbox_coord
../skintelligent-1-sep-2019/RS_Clean images/237-3543451-4fe6f6d64737fa6af8e14648bfc7feb2.json,RS_Clean images_cropped/237-3543451-4fe6f6d64737fa6af8e14648bfc7feb2.jpg,2,2,1,1,1,[ 50.68138015   0.         319.4117395  332.42817766   0.9893384 ]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-after-4459874-2952195-T1489421157.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-after-4459874-2952195-T1489421157.848.png,1,1,3,1,1,[ 41.14609521   0.         319.         394.           0.99933738]
../skintelligent-1-sep-2019/RS_Clean images/106611-7481216-07a952def01e09239e84db8d21de1de3.json,RS_Clean images_cropped/106611-7481216-07a952def01e09239e84db8d21de1de3.jpg,1,2,2,2,1,
../skintelligent-1-sep-2019/acne/156_right.json,Google_Clean images_cropped/acne/156_right.png,1,1,1,1,1,[  0.           0.         417.         363.           0.99999881]
../skintelligent-1-sep-2019/RS_Clean images/106611-7650137-bd94b44d49e95bce6631367c2e830b64.json,RS_Clean images_cropped/106611-7650137-bd94b44d49e95bce6631367c2e830b64.jpg,1,1,1,1,1,[ 44.68587953   0.         286.8064945  340.           0.99608082]
../skintelligent-1-sep-2019/RS_Clean images/25-5172891-61c030262a34c8a3b72b2b20b77401f7.json,RS_Clean images_cropped/25-5172891-61c030262a34c8a3b72b2b20b77401f7.jpg,2,2,1,1,1,
../skintelligent-1-sep-2019/RS_Clean images/25-5046597-0cb949b3a17405513893d4f9e736fbd7.json,RS_Clean images_cropped/25-5046597-0cb949b3a17405513893d4f9e736fbd7.jpg,1,1,1,2,1,
../skintelligent-1-sep-2019/under eye bags/Eye-Bags-Treatment-before-1941070-2322594.json,Google_Clean images_cropped/under eye bags/Eye-Bags-Treatment-before-1941070-2322594.jpg,1,3,1,1,1,[  8.48977383   0.         325.24030543 340.           0.99993062]
../skintelligent-1-sep-2019/RS_Clean images/25-323691-4465ecf75bb36f4a57f7b482d6d9a08b.json,RS_Clean images_cropped/25-323691-4465ecf75bb36f4a57f7b482d6d9a08b.jpg,1,2,3,1,1,[ 77.96208467   0.         268.88291202 235.51268486   0.99921381]
../skintelligent-1-sep-2019/RS_Clean images/25-5947250-df9dac8c5503ef5c3f7623045f3caabb.json,RS_Clean images_cropped/25-5947250-df9dac8c5503ef5c3f7623045f3caabb.jpg,1,1,1,2,1,[  0.           0.         340.         333.99467999   0.99984276]
../skintelligent-1-sep-2019/acne/65_left.json,Google_Clean images_cropped/acne/65_left.png,1,2,1,2,2,[ 10.00447974   0.         336.         420.           0.99999797]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-before-4747533-3004993.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-before-4747533-3004993.png,1,1,3,1,1,[ 35.16279172   0.         318.573424   324.94635749   1.        ]
../skintelligent-1-sep-2019/RS_Clean images/25-6212991-e761376424b56f7f963394f02bf1ce98.json,RS_Clean images_cropped/25-6212991-e761376424b56f7f963394f02bf1ce98.jpg,1,2,1,1,1,[ 82.13880371   0.         238.15970161 234.14530551   0.99728549]
../skintelligent-1-sep-2019/RS_Clean images/25-1268425-464a8867387a7d0e94c565dcb4e7a583.json,RS_Clean images_cropped/25-1268425-464a8867387a7d0e94c565dcb4e7a583.jpg,2,1,3,1,1,[ 10.01399786   0.         340.         408.           0.99972731]
../skintelligent-1-sep-2019/RS_Clean images/25-5413185-b562971df9f145a3d3590e23345f9156.json,RS_Clean images_cropped/25-5413185-b562971df9f145a3d3590e23345f9156.jpg,2,3,2,3,1,[ 45.13327713   0.         305.21680527 340.           0.99992347]
../skintelligent-1-sep-2019/RS_Clean images/106611-8060350-5d68e0ba8af2f1c737d4b6ebdf7c8ed9.json,RS_Clean images_cropped/106611-8060350-5d68e0ba8af2f1c737d4b6ebdf7c8ed9.jpg,1,2,1,1,1,[ 22.34694573   0.         315.27142737 340.           0.99990463]
../skintelligent-1-sep-2019/acne/251_right.json,Google_Clean images_cropped/acne/251_right.png,1,1,1,1,1,"[0.00000000e+00 0.00000000e+00 6.50000000e+02 1.09556435e+03
 9.99987006e-01]"
../skintelligent-1-sep-2019/RS_Clean images/25-5413330-54c6883bc662e978051f8f3d27f8e1d9.json,RS_Clean images_cropped/25-5413330-54c6883bc662e978051f8f3d27f8e1d9.jpg,2,3,2,3,1,[ 74.43227955   3.6710477  274.35846758 290.36818756   0.99999988]
../skintelligent-1-sep-2019/RS_Clean images/25-7515563-a6d2158e13265b1d138b1fc28f1349ff.json,RS_Clean images_cropped/25-7515563-a6d2158e13265b1d138b1fc28f1349ff.jpg,1,2,1,1,1,[ 77.80445058   0.         272.77456753 295.53623047   0.99998832]
../skintelligent-1-sep-2019/RS_Clean images/25-7201945-fb46de43c2401d6441af1fa5471223f8.json,RS_Clean images_cropped/25-7201945-fb46de43c2401d6441af1fa5471223f8.jpg,1,2,1,1,1,[  0.          18.59024692 327.40342962 445.           0.99999988]
../skintelligent-1-sep-2019/RS_Clean images/106611-5100642-4163b076f90d411880ba91449fd75d74.json,RS_Clean images_cropped/106611-5100642-4163b076f90d411880ba91449fd75d74.jpg,1,1,1,1,1,[  0.           0.         340.         340.           0.99463165]
../skintelligent-1-sep-2019/RS_Clean images/106611-8170378-47c395982ac50b300a93dc24f6279011.json,RS_Clean images_cropped/106611-8170378-47c395982ac50b300a93dc24f6279011.jpg,1,1,1,1,1,
../skintelligent-1-sep-2019/RS_Clean images/106611-7623840-cf6fd39e2ae06a193bd8dcef4cebb02c.json,RS_Clean images_cropped/106611-7623840-cf6fd39e2ae06a193bd8dcef4cebb02c.jpg,2,2,2,1,1,[ 45.35551262   0.         297.68616104 323.91667361   0.99999726]
../skintelligent-1-sep-2019/crows feet/GettyImages-136866127.json,Google_Clean images_cropped/crows feet/GettyImages-136866127.jpg,2,1,2,2,1,"[1.85896413e+02 0.00000000e+00 3.28279817e+03 4.35396467e+03
 9.99262512e-01]"
../skintelligent-1-sep-2019/RS_Clean images/237-6022850-270f702598c479fed64c8f67e7704cea.json,RS_Clean images_cropped/237-6022850-270f702598c479fed64c8f67e7704cea.jpg,3,3,3,1,1,[ 43.38309976   0.         298.8091913  340.           0.99986124]
../skintelligent-1-sep-2019/acne/6_left.json,Google_Clean images_cropped/acne/6_left.png,1,2,1,2,3,[  0.           0.         300.         496.           0.99989498]
../skintelligent-1-sep-2019/RS_Clean images/25-6981722-c262a98c5671c753cee2b815d396094a.json,RS_Clean images_cropped/25-6981722-c262a98c5671c753cee2b815d396094a.jpg,1,1,1,1,1,[ 50.45240822   0.         290.38996404 367.59173095   0.99997056]
../skintelligent-1-sep-2019/RS_Clean images/106611-7632295-d50df352d962784a8a4506e4e8237c87.json,RS_Clean images_cropped/106611-7632295-d50df352d962784a8a4506e4e8237c87.jpg,1,2,1,1,1,[103.30678099  78.12175906 217.65063952 256.50044277   0.99916387]
../skintelligent-1-sep-2019/skin tone and uneveness/151_left.json,Google_Clean images_cropped/skin tone and uneveness/151_left.png,3,3,3,2,1,[  5.50424837   0.         240.         240.           0.99997091]
../skintelligent-1-sep-2019/RS_Clean images/237-6354149-d8e025628d4e621b32b1051e8544ff67.json,RS_Clean images_cropped/237-6354149-d8e025628d4e621b32b1051e8544ff67.jpg,1,2,2,1,1,[ 39.31532772   0.         302.19040214 327.55547259   0.99974078]
../skintelligent-1-sep-2019/brightness/56_right.json,Google_Clean images_cropped/brightness/56_right.png,2,1,2,2,1,[  0.           0.         513.         719.           0.99999988]
../skintelligent-1-sep-2019/RS_Clean images/25-1100408-904ac8c80a71afc599cb3210ee0faa35.json,RS_Clean images_cropped/25-1100408-904ac8c80a71afc599cb3210ee0faa35.jpg,1,1,1,2,1,[  8.38513906   0.         340.         405.           0.99995458]
../skintelligent-1-sep-2019/crows feet/Hugh-Jackman.json,Google_Clean images_cropped/crows feet/Hugh-Jackman.jpg,3,1,2,1,1,[ 52.11976182   0.         397.69046903 400.           0.9999851 ]
../skintelligent-1-sep-2019/RS_Clean images/237-1448025-06fa32a8638f8673dee09f2170ee942e.json,RS_Clean images_cropped/237-1448025-06fa32a8638f8673dee09f2170ee942e.jpg,3,1,3,1,1,[ 19.62025435   0.         318.13261943 377.9069451    0.99845588]
../skintelligent-1-sep-2019/skin tone and uneveness/115_left.json,Google_Clean images_cropped/skin tone and uneveness/115_left.png,1,1,1,3,1,[ 19.22767658   0.         352.         553.           0.99999726]
../skintelligent-1-sep-2019/pigmentation/Melasma-Treatment-after-2579558-2583342.json,Google_Clean images_cropped/pigmentation/Melasma-Treatment-after-2579558-2583342.jpg,1,1,2,1,1,[  2.3364965    0.         329.94383512 340.           0.99994874]
../skintelligent-1-sep-2019/brightness/Blue-Peel-after-8450680-3977657.json,Google_Clean images_cropped/brightness/Blue-Peel-after-8450680-3977657.png,2,2,2,1,1,[ 52.81949259   0.         288.44058375 323.17901023   0.99628228]
../skintelligent-1-sep-2019/RS_Clean images/25-2236225-d30fb69015498fe873d440e4995aa429.json,RS_Clean images_cropped/25-2236225-d30fb69015498fe873d440e4995aa429.jpg,2,1,2,1,1,[  9.97935289   0.         336.43193312 340.           0.98911089]
../skintelligent-1-sep-2019/RS_Clean images/106611-8969607-62154cdcbb815d4bf24f2a1f3be9fcda.json,RS_Clean images_cropped/106611-8969607-62154cdcbb815d4bf24f2a1f3be9fcda.jpg,1,1,2,1,1,[ 73.63531941  22.42809407 241.88840346 278.919549     0.99816507]
../skintelligent-1-sep-2019/RS_Clean images/237-954431-a01b5663503bbad693d2911b7380593f.json,RS_Clean images_cropped/237-954431-a01b5663503bbad693d2911b7380593f.jpg,2,2,2,1,1,[  8.90400339   0.         312.81100785 440.30545547   0.99996042]
../skintelligent-1-sep-2019/crows feet/forehead_wrinkles_men_2_large.json,Google_Clean images_cropped/crows feet/forehead_wrinkles_men_2_large.jpg,1,1,1,1,1,[119.32946403   8.64141857 322.59751172 315.0514144    0.99907756]
../skintelligent-1-sep-2019/RS_Clean images/25-6746046-ab9a85e3bcd31a98f2a2c0d20fdd4ef5.json,RS_Clean images_cropped/25-6746046-ab9a85e3bcd31a98f2a2c0d20fdd4ef5.jpg,2,1,1,2,1,[ 87.70454355   0.         273.8152836  268.33653699   0.99976701]
../skintelligent-1-sep-2019/RS_Clean images/215-8231467-810951289c30d17aaa9dd393f0415d41.json,RS_Clean images_cropped/215-8231467-810951289c30d17aaa9dd393f0415d41.jpg,3,3,2,3,1,[ 52.68213368   0.         292.53107783 296.23919952   0.9999696 ]
../skintelligent-1-sep-2019/RS_Clean images/25-6599124-4f70321f879c04def135bcb966ace771.json,RS_Clean images_cropped/25-6599124-4f70321f879c04def135bcb966ace771.jpg,1,2,1,3,1,[ 19.48995018   0.         322.01886368 313.76850072   0.99987662]
../skintelligent-1-sep-2019/RS_Clean images/25-2207722-8cd9843df73e2dc1acd29b95a366ea43.json,RS_Clean images_cropped/25-2207722-8cd9843df73e2dc1acd29b95a366ea43.jpg,2,1,1,2,1,[ 32.71446368   0.         282.51546714 328.01599636   0.99999893]
../skintelligent-1-sep-2019/RS_Clean images/106611-8510763-5a3b3e044b5da15fa76817c5a4b20ff0.json,RS_Clean images_cropped/106611-8510763-5a3b3e044b5da15fa76817c5a4b20ff0.jpg,2,3,3,2,1,[ 50.37478557   0.         267.06257114 230.           0.99056399]
../skintelligent-1-sep-2019/RS_Clean images/25-3939113-97b52d252440e555e712cedaf10c7b66.json,RS_Clean images_cropped/25-3939113-97b52d252440e555e712cedaf10c7b66.jpg,3,1,3,3,1,[  0.           0.         335.08217287 415.           0.99999118]
../skintelligent-1-sep-2019/crows feet/c-s-pre-and-post-2nd-ff-smile-1024x67df7.json,Google_Clean images_cropped/crows feet/c-s-pre-and-post-2nd-ff-smile-1024x67df7.jpg,3,2,1,1,1,[ 11.09047088   0.         503.         677.           0.99867636]
../skintelligent-1-sep-2019/RS_Clean images/106611-8364236-4cd7d62dcdbd2bda9466a5f9c9f5b5d3.json,RS_Clean images_cropped/106611-8364236-4cd7d62dcdbd2bda9466a5f9c9f5b5d3.jpg,1,3,2,1,1,[ 11.75383195   0.         323.06807569 340.           0.99999666]
../skintelligent-1-sep-2019/RS_Clean images/25-7554692-10cc3f95a89d3febfe03fc0fd15eb003.json,RS_Clean images_cropped/25-7554692-10cc3f95a89d3febfe03fc0fd15eb003.jpg,2,2,2,1,1,[ 62.4638065    0.         279.76705533 294.89061554   0.99933547]
../skintelligent-1-sep-2019/RS_Clean images/106611-4703332-fc8ba619ccafa05497771557075dc5af.json,RS_Clean images_cropped/106611-4703332-fc8ba619ccafa05497771557075dc5af.jpg,1,2,1,2,1,[ 26.12932444   0.         248.54478884 293.58557074   0.99997866]
../skintelligent-1-sep-2019/acne/10_left.json,Google_Clean images_cropped/acne/10_left.png,1,2,1,1,2,[  6.85750429   0.         349.89451711 608.17817411   0.99988127]
../skintelligent-1-sep-2019/RS_Clean images/25-5171816-782d8ac415e4285ae9c1e809552a2cc2.json,RS_Clean images_cropped/25-5171816-782d8ac415e4285ae9c1e809552a2cc2.jpg,1,2,2,1,1,
../skintelligent-1-sep-2019/RS_Clean images/237-6047656-164d2dbe058e04a1a6de16ab155b35f2.json,RS_Clean images_cropped/237-6047656-164d2dbe058e04a1a6de16ab155b35f2.jpg,3,3,3,2,1,[  1.83762556   0.         340.         439.           0.99803323]
../skintelligent-1-sep-2019/RS_Clean images/25-7666952-18a2df1710190daf88f78904bd2bec7f.json,RS_Clean images_cropped/25-7666952-18a2df1710190daf88f78904bd2bec7f.jpg,2,2,1,2,1,[  1.3805582    0.         317.89463525 340.           0.99935979]
../skintelligent-1-sep-2019/RS_Clean images/25-2385070-287fbfbe08a344d728df4222728535fb.json,RS_Clean images_cropped/25-2385070-287fbfbe08a344d728df4222728535fb.jpg,2,1,1,1,1,[ 11.29470103   0.         302.11640195 340.           0.99693465]
../skintelligent-1-sep-2019/RS_Clean images/106611-6861583-9ebd58d9b457e48d154ee048dde13d9a.json,RS_Clean images_cropped/106611-6861583-9ebd58d9b457e48d154ee048dde13d9a.jpg,2,2,3,1,1,[ 66.78390358  41.04970981 291.32912843 340.           0.99999547]
../skintelligent-1-sep-2019/brightness/12_left.json,Google_Clean images_cropped/brightness/12_left.png,1,1,1,1,1,[  0.           0.         448.87973495 600.           0.99990225]
../skintelligent-1-sep-2019/RS_Clean images/25-8129828-cb1027ed514a72e6ae1a4272053c9eac.json,RS_Clean images_cropped/25-8129828-cb1027ed514a72e6ae1a4272053c9eac.jpg,1,1,2,2,1,[  0.           0.         340.         493.           0.99999273]
../skintelligent-1-sep-2019/RS_Clean images/25-3691758-47b74bba582055d437fe0b9ea5bab5fc.json,RS_Clean images_cropped/25-3691758-47b74bba582055d437fe0b9ea5bab5fc.jpg,1,2,2,1,1,[ 23.50133028   0.         307.28773896 315.           0.99993432]
../skintelligent-1-sep-2019/crows feet/871da5f8362d7301830a86e8665566f7e.json,Google_Clean images_cropped/crows feet/871da5f8362d7301830a86e8665566f7e.jpg,1,1,1,1,2,[  0.           0.         391.99522455 522.           0.99116325]
../skintelligent-1-sep-2019/RS_Clean images/25-2227948-a85669c3d1136292b47c76a19e76fe98.json,RS_Clean images_cropped/25-2227948-a85669c3d1136292b47c76a19e76fe98.jpg,2,3,2,2,1,[ 52.44290119   0.         267.39199191 297.16593442   0.99987757]
../skintelligent-1-sep-2019/RS_Clean images/237-3543684-b05339e9f6f59a85d5f8cb42901a0efd.json,RS_Clean images_cropped/237-3543684-b05339e9f6f59a85d5f8cb42901a0efd.jpg,2,3,2,1,1,[  4.61301168   0.         297.8131693  340.           0.99765539]
../skintelligent-1-sep-2019/RS_Clean images/106611-7481209-7b04ad0dd953d2e332af2ca425897b1e.json,RS_Clean images_cropped/106611-7481209-7b04ad0dd953d2e332af2ca425897b1e.jpg,1,1,1,1,1,[  1.42959466   0.         329.37514613 340.           0.99975222]
../skintelligent-1-sep-2019/RS_Clean images/106611-7726241-42ed277346a7191ecce56b9064d1a27f.json,RS_Clean images_cropped/106611-7726241-42ed277346a7191ecce56b9064d1a27f.jpg,1,1,1,2,1,[ 56.05596741   0.         303.19833625 329.66121711   0.99908388]
../skintelligent-1-sep-2019/pigmentation/Fractional-Laser-after-652383-808724.json,Google_Clean images_cropped/pigmentation/Fractional-Laser-after-652383-808724.jpg,2,1,1,2,1,[ 27.50048044   0.         340.         506.           0.99927419]
../skintelligent-1-sep-2019/RS_Clean images/106611-7269986-56b4bdb4575a5d04ceaeaed18797e095.json,RS_Clean images_cropped/106611-7269986-56b4bdb4575a5d04ceaeaed18797e095.jpg,1,1,1,2,1,[ 12.93925141   0.         311.35914239 422.           0.99999511]
../skintelligent-1-sep-2019/skin tone and uneveness/39_right.json,Google_Clean images_cropped/skin tone and uneveness/39_right.png,1,1,1,2,1,[  0.           0.         500.         995.72118493   0.99987793]
../skintelligent-1-sep-2019/RS_Clean images/106611-7891383-c0e6e5299281efd746716e402b4841c1.json,RS_Clean images_cropped/106611-7891383-c0e6e5299281efd746716e402b4841c1.jpg,1,1,1,1,1,[ 33.73139349   0.         310.97044022 340.           0.99999928]
../skintelligent-1-sep-2019/RS_Clean images/106611-5019152-4153c1795c40215a453aeb936c134aaf.json,RS_Clean images_cropped/106611-5019152-4153c1795c40215a453aeb936c134aaf.jpg,1,3,2,1,1,[ 12.24049034   0.         321.37776523 340.           0.99998593]
../skintelligent-1-sep-2019/RS_Clean images/106611-4849647-9dd86f02238252e0f0b283c003ce0cf7.json,RS_Clean images_cropped/106611-4849647-9dd86f02238252e0f0b283c003ce0cf7.jpg,2,1,2,1,1,[ 17.88187453   0.         324.18033299 340.           0.99984646]
../skintelligent-1-sep-2019/RS_Clean images/25-2291279-364b1ad836be856a959b43f3e15810e0.json,RS_Clean images_cropped/25-2291279-364b1ad836be856a959b43f3e15810e0.jpg,1,2,1,1,1,[  0.           0.         340.         340.           0.99991333]
../skintelligent-1-sep-2019/RS_Clean images/25-574298-b12d442b2d949334e6f52b19f86473fd.json,RS_Clean images_cropped/25-574298-b12d442b2d949334e6f52b19f86473fd.jpg,1,1,2,1,1,
../skintelligent-1-sep-2019/RS_Clean images/106611-5096363-ed6037de3b7ef643ccb4464d02f7994e.json,RS_Clean images_cropped/106611-5096363-ed6037de3b7ef643ccb4464d02f7994e.jpg,2,1,2,1,1,[  9.95735962   0.         340.         340.           0.99992371]
../skintelligent-1-sep-2019/sagging skin/92_right.json,Google_Clean images_cropped/sagging skin/92_right.png,2,2,3,2,1,
../skintelligent-1-sep-2019/sagging skin/180_right.json,Google_Clean images_cropped/sagging skin/180_right.png,2,1,2,2,1,[113.58912996   0.         596.         542.36412742   0.99999559]
../skintelligent-1-sep-2019/RS_Clean images/237-954427-852f882fbf62949ffeedc53c5494e3fe.json,RS_Clean images_cropped/237-954427-852f882fbf62949ffeedc53c5494e3fe.jpg,3,3,3,1,1,[  1.33077559   0.         332.69858989 453.           0.98485446]
../skintelligent-1-sep-2019/RS_Clean images/25-7116975-0f5319096b5903e7c61736f5a567e913.json,RS_Clean images_cropped/25-7116975-0f5319096b5903e7c61736f5a567e913.jpg,2,1,2,1,1,
../skintelligent-1-sep-2019/RS_Clean images/106611-7858496-d84daebd53e94367761ca1c31a8c536e.json,RS_Clean images_cropped/106611-7858496-d84daebd53e94367761ca1c31a8c536e.jpg,1,1,1,2,1,[ 55.33398337   0.         281.98103623 318.31599461   0.99999928]
../skintelligent-1-sep-2019/crows feet/reducewrinkles.json,Google_Clean images_cropped/crows feet/reducewrinkles.jpg,3,3,3,1,1,[ 86.62283198   0.         318.03867024 276.           0.99962056]
../skintelligent-1-sep-2019/RS_Clean images/237-5670372-6a43a0fbf65405050b6d0b3c33c74b94.json,RS_Clean images_cropped/237-5670372-6a43a0fbf65405050b6d0b3c33c74b94.jpg,2,1,1,1,1,[ 17.66732254   0.         306.70022303 332.60815293   0.99940741]
../skintelligent-1-sep-2019/brightness/63_left.json,Google_Clean images_cropped/brightness/63_left.png,1,2,1,2,1,[ 13.79657807   0.         252.33991561 358.65239031   0.99826449]
../skintelligent-1-sep-2019/crows feet/22516-20170409_Canvas-dysport-102c4x787.json,Google_Clean images_cropped/crows feet/22516-20170409_Canvas-dysport-102c4x787.jpg,1,3,1,2,1,[  0.           0.         504.         786.           0.99999571]
../skintelligent-1-sep-2019/RS_Clean images/25-3214784-2d588da223b7353c4cc96bc4cd9a2ea4.json,RS_Clean images_cropped/25-3214784-2d588da223b7353c4cc96bc4cd9a2ea4.jpg,1,1,2,1,1,[ 61.68678889   0.         284.42784002 303.71674367   0.99992156]
../skintelligent-1-sep-2019/skin tone and uneveness/113_right.json,Google_Clean images_cropped/skin tone and uneveness/113_right.png,1,2,1,2,1,[ 16.50573802   0.         368.         736.           0.99998152]
../skintelligent-1-sep-2019/RS_Clean images/325-500298-a6a8bf187e24920099e7dbf7cff9f568.json,RS_Clean images_cropped/325-500298-a6a8bf187e24920099e7dbf7cff9f568.jpg,1,2,1,1,1,[ 25.87132015   0.         338.         510.           0.99994957]
../skintelligent-1-sep-2019/wrinkles/Wrinkle-Treatment-before-1198902-1947128.json,Google_Clean images_cropped/wrinkles/Wrinkle-Treatment-before-1198902-1947128.jpg,1,1,1,1,1,[ 24.34396863   0.         272.29947145 255.           0.99999976]
../skintelligent-1-sep-2019/RS_Clean images/25-7511822-9737bc5ed5fd5dbc43e404d80f5a481d.json,RS_Clean images_cropped/25-7511822-9737bc5ed5fd5dbc43e404d80f5a481d.jpg,3,3,3,1,1,[ 46.10702618   0.         300.14737939 340.           0.99956387]
../skintelligent-1-sep-2019/RS_Clean images/106611-5043526-bffabf40757fa2f033837729c6ce9e48.json,RS_Clean images_cropped/106611-5043526-bffabf40757fa2f033837729c6ce9e48.jpg,2,1,1,1,1,[ 59.16212004   0.         263.89115036 279.01871449   0.99986827]
../skintelligent-1-sep-2019/RS_Clean images/237-8444504-a43f6bb991e835b3665b9327d76e9c06.json,RS_Clean images_cropped/237-8444504-a43f6bb991e835b3665b9327d76e9c06.jpg,1,1,1,2,1,[ 32.48517326   0.         309.99196591 340.           0.99993217]
../skintelligent-1-sep-2019/RS_Clean images/25-7554692-0214cdacc6ed849d33a7e9d5c6a3c813.json,RS_Clean images_cropped/25-7554692-0214cdacc6ed849d33a7e9d5c6a3c813.jpg,3,2,3,1,1,[ 77.90320266   0.         261.44054877 265.83576498   0.99969554]
../skintelligent-1-sep-2019/RS_Clean images/25-7949351-0777359438df278a4cc247d30f573ba9.json,RS_Clean images_cropped/25-7949351-0777359438df278a4cc247d30f573ba9.jpg,1,1,1,1,1,[ 71.92083919   0.         247.62570134 254.41962539   0.99852645]
../skintelligent-1-sep-2019/crows feet/4-Figure6-12.json,Google_Clean images_cropped/crows feet/4-Figure6-12.png,3,1,2,1,1,[  0.           0.         631.         771.           0.99997473]
../skintelligent-1-sep-2019/RS_Clean images/237-635071-574b8cc4bdab844ec95309fb6a24d027.json,RS_Clean images_cropped/237-635071-574b8cc4bdab844ec95309fb6a24d027.jpg,1,1,3,3,1,[  0.           0.         313.01586272 416.90476274   0.99961168]
../skintelligent-1-sep-2019/RS_Clean images/25-4401282-effb709e9000aa184349c22d5a12a842.json,RS_Clean images_cropped/25-4401282-effb709e9000aa184349c22d5a12a842.jpg,2,2,2,1,1,[ 61.78001006   0.         247.51608712 287.42931732   0.99999702]
../skintelligent-1-sep-2019/acne/259_right.json,Google_Clean images_cropped/acne/259_right.png,1,1,2,1,1,[ 21.43345375   0.         600.         928.           0.99997771]
../skintelligent-1-sep-2019/acne/226_right.json,Google_Clean images_cropped/acne/226_right.png,1,2,1,2,2,[ 35.14756928   0.         461.         550.           0.99998868]
../skintelligent-1-sep-2019/RS_Clean images/25-5894086-44cc60cb5b0fcb9c5b873f8be14acbd8.json,RS_Clean images_cropped/25-5894086-44cc60cb5b0fcb9c5b873f8be14acbd8.jpg,1,1,1,1,1,[ 62.78111431  14.70333158 260.81592569 323.05829713   0.99998188]
../skintelligent-1-sep-2019/fine lines/Dysport-after-5047671-3066876.json,Google_Clean images_cropped/fine lines/Dysport-after-5047671-3066876.png,1,1,2,1,1,[ 56.61021796   0.         298.89140883 303.72117444   0.99940884]
../skintelligent-1-sep-2019/RS_Clean images/106611-3176443-05d4619934fa30a60dfe3389810f7aa1.json,RS_Clean images_cropped/106611-3176443-05d4619934fa30a60dfe3389810f7aa1.jpg,1,2,2,3,1,[ 30.25465451   0.         318.12017904 340.           0.99994135]
../skintelligent-1-sep-2019/RS_Clean images/25-5413330-19918c88206d10730a120a6cf952ec3e.json,RS_Clean images_cropped/25-5413330-19918c88206d10730a120a6cf952ec3e.jpg,2,3,2,3,1,[ 51.07202156   0.         304.40899091 340.           0.99940133]
../skintelligent-1-sep-2019/brightness/64_left.json,Google_Clean images_cropped/brightness/64_left.png,2,2,1,3,3,[  0.           0.         343.91805156 392.           0.99997449]
../skintelligent-1-sep-2019/pigmentation/Melasma-Treatment-after-2581693-2583512.json,Google_Clean images_cropped/pigmentation/Melasma-Treatment-after-2581693-2583512.jpg,1,1,1,3,1,[  0.           0.         340.         340.           0.99993825]
../skintelligent-1-sep-2019/RS_Clean images/25-2234131-f96db6955502c40ada1f5e222af93d4c.json,RS_Clean images_cropped/25-2234131-f96db6955502c40ada1f5e222af93d4c.jpg,1,1,1,2,1,[ 23.86410303   0.         320.         355.           0.99994373]
../skintelligent-1-sep-2019/skin tone and uneveness/133_right.json,Google_Clean images_cropped/skin tone and uneveness/133_right.png,1,1,1,3,1,[ 15.3686902    0.         294.         343.           0.99991059]
../skintelligent-1-sep-2019/RS_Clean images/237-5964178-565596c0bbc581e29e2025f42ff9b5ea.json,RS_Clean images_cropped/237-5964178-565596c0bbc581e29e2025f42ff9b5ea.jpg,2,3,3,1,1,[ 22.98094905   0.         317.1730637  340.           0.99946004]
../skintelligent-1-sep-2019/under eye bags/Dark-Circles-Under-Eye-Treatment-after-6275111-3367783.json,Google_Clean images_cropped/under eye bags/Dark-Circles-Under-Eye-Treatment-after-6275111-3367783.png,1,1,1,2,1,[  0.           0.         340.         340.           0.99661428]
../skintelligent-1-sep-2019/RS_Clean images/106611-4849641-9dd86f02238252e0f0b283c003ce0cf7.json,RS_Clean images_cropped/106611-4849641-9dd86f02238252e0f0b283c003ce0cf7.jpg,2,1,2,1,1,[ 17.88187453   0.         324.18033299 340.           0.99984646]
../skintelligent-1-sep-2019/RS_Clean images/25-2235160-3150e6e8b68bb9a6a82858bf76a38051.json,RS_Clean images_cropped/25-2235160-3150e6e8b68bb9a6a82858bf76a38051.jpg,1,2,1,1,1,[ 18.62907572   0.         309.52194052 334.           0.99957198]
../skintelligent-1-sep-2019/RS_Clean images/25-2960377-86ea902f5af65de5100515ca2faf9bbf.json,RS_Clean images_cropped/25-2960377-86ea902f5af65de5100515ca2faf9bbf.jpg,3,1,2,1,1,[  0.           0.         340.         340.           0.99845445]
../skintelligent-1-sep-2019/RS_Clean images/25-7406520-095ddd0b3539bb8c32ce2d44511d17ef.json,RS_Clean images_cropped/25-7406520-095ddd0b3539bb8c32ce2d44511d17ef.jpg,2,2,1,2,1,[ 39.57006947   0.         273.39655153 311.40873452   0.99999964]
../skintelligent-1-sep-2019/RS_Clean images/215-7712434-af8951cbcef748d11feb281a09121376.json,RS_Clean images_cropped/215-7712434-af8951cbcef748d11feb281a09121376.jpg,2,2,1,2,1,[  0.           0.         328.         328.           0.99849522]
../skintelligent-1-sep-2019/RS_Clean images/25-3703126-a77c2618bcd98006df3427052e3ccb94.json,RS_Clean images_cropped/25-3703126-a77c2618bcd98006df3427052e3ccb94.jpg,1,2,1,3,1,[  0.           0.         340.         340.           0.98670363]
